392.0
4/4
FullName,CommonName,Len,Offset
Chord {C in octave 4 | D in octave 5 | A in octave 4 | F in octave 4} Eighth Triplet (1/3 QL),D5-minor seventh chord,1/3,114.5
Chord {A in octave 4 | F in octave 3 | B in octave 3 | D in octave 4} Double Dotted Half,B3-half-diminished seventh chord,3.5,116.0
Chord {D in octave 5 | A in octave 3 | E in octave 4 | G in octave 4} Double Dotted Half,E4-quartal tetramirror,3.5,120.0
Chord {F in octave 5 | D in octave 4 | G-sharp in octave 4 | B in octave 4} Double Dotted Half,G#4-diminished seventh chord,3.5,124.0
Chord {G in octave 3 | A in octave 4 | E in octave 4 | C in octave 4} Eighth Triplet (1/3 QL),A4-minor seventh chord,1/3,130.5
Chord {C in octave 4 | D in octave 5 | A in octave 4 | F in octave 4} Eighth Triplet (1/3 QL),D5-minor seventh chord,1/3,134.5
Chord {F in octave 3 | A in octave 4 | B in octave 3 | E in octave 4} Whole Tuplet of 6/5ths (3 1/3 QL),F3-minor-second quartal tetrachord,10/3,136.0
Chord {B in octave 3 | D in octave 4 | E in octave 3 | G in octave 4} Half Tuplet of 6/5ths (1 2/3 QL),E3-minor seventh chord,5/3,140.0
Chord {B-flat in octave 3 | D in octave 4 | E in octave 3 | A in octave 4} Quarter tied to 16th (1 1/4 total QL),B-3-minor-second quartal tetrachord,1.25,142.5
Chord {E in octave 3 | G in octave 4 | A in octave 3 | C in octave 4} Whole Tuplet of 6/5ths (3 1/3 QL),A3-minor seventh chord,10/3,144.0
Chord {C in octave 4 | D in octave 4 | F in octave 3 | A in octave 3} Half Tuplet of 6/5ths (1 2/3 QL),D4-minor seventh chord,5/3,148.0
Chord {A in octave 3 | B in octave 4 | D in octave 4 | F in octave 4} Quarter tied to 16th (1 1/4 total QL),B4-half-diminished seventh chord,1.25,150.5
Chord {G-sharp in octave 3 | B in octave 4 | F in octave 4 | D in octave 4} Eighth Triplet (1/3 QL),G#3-diminished seventh chord,1/3,154.5
Chord {G in octave 3 | B in octave 4 | C in octave 4 | E in octave 4} Half,C4-major seventh chord,2.0,155.5
Chord {G in octave 3 | B-flat in octave 3 | C-sharp in octave 4 | F in octave 4} Quarter tied to 16th (1 1/4 total QL),G3-half-diminished seventh chord,1.25,158.5
Chord {D in octave 5 | C in octave 4 | F in octave 4 | A in octave 4} Double Dotted Half,D5-minor seventh chord,3.5,160.0
Chord {C in octave 4 | D in octave 4 | F in octave 3 | A in octave 4} Half Tuplet of 6/5ths (1 2/3 QL),D4-minor seventh chord,5/3,164.0
Chord {F in octave 3 | A in octave 4 | B in octave 3 | E in octave 4} Half Tuplet of 6/5ths (1 2/3 QL),F3-minor-second quartal tetrachord,5/3,166.0
Chord {G in octave 3 | B in octave 4 | E in octave 4 | D in octave 4} Eighth Triplet (1/3 QL),E4-minor seventh chord,1/3,170.5
Chord {G in octave 3 | A in octave 4 | E in octave 4 | C in octave 4} Eighth Triplet (1/3 QL),A4-minor seventh chord,1/3,174.5
Chord {D in octave 5 | C in octave 4 | F in octave 4 | A in octave 4} Double Dotted Half,D5-minor seventh chord,3.5,176.0
Chord {B in octave 3 | D in octave 5 | A in octave 4 | F in octave 4} Eighth Triplet (1/3 QL),B3-half-diminished seventh chord,1/3,182.5
Chord {D in octave 5 | B in octave 3 | E in octave 4 | G in octave 4} Double Dotted Half,E4-minor seventh chord,3.5,184.0
Chord {A in octave 3 | B in octave 4 | D in octave 4 | F-sharp in octave 4} Half Tuplet of 6/5ths (1 2/3 QL),B4-minor seventh chord,5/3,188.0
Chord {D in octave 4 | G in octave 4 | G-sharp in octave 3 | C in octave 5} Half Tuplet of 6/5ths (1 2/3 QL),C5-minor-second quartal tetrachord,5/3,190.0
Chord {G in octave 3 | A in octave 4 | E in octave 4 | C in octave 4} Eighth Triplet (1/3 QL),A4-minor seventh chord,1/3,194.5
Chord {C in octave 4 | E in octave 4 | F in octave 3 | A in octave 4} Whole Tuplet of 6/5ths (3 1/3 QL),F3-major seventh chord,10/3,196.0
Chord {A in octave 4 | F in octave 3 | B in octave 3 | D in octave 4} Whole,B3-half-diminished seventh chord,4.0,199.5
Chord {B in octave 3 | D in octave 4 | E in octave 3 | G in octave 4} Quarter tied to 16th (1 1/4 total QL),E3-minor seventh chord,1.25,204.5
Chord {B-flat in octave 3 | D in octave 4 | E in octave 3 | A in octave 4} Half Tuplet of 6/5ths (1 2/3 QL),B-3-minor-second quartal tetrachord,5/3,206.0
Chord {E in octave 3 | G in octave 4 | A in octave 3 | C in octave 4} Whole Tuplet of 6/5ths (3 1/3 QL),A3-minor seventh chord,10/3,208.0
Chord {C in octave 4 | D in octave 4 | F in octave 3 | A in octave 4} Half Tuplet of 6/5ths (1 2/3 QL),D4-minor seventh chord,5/3,212.0
Chord {A in octave 3 | B in octave 3 | D in octave 4 | F in octave 4} Half Tuplet of 6/5ths (1 2/3 QL),B3-half-diminished seventh chord,5/3,214.0
Chord {D in octave 4 | F in octave 4 | G-sharp in octave 3 | C in octave 4} Whole Tuplet of 6/5ths (3 1/3 QL),D4-half-diminished seventh chord,10/3,216.0
Chord {G in octave 3 | B in octave 3 | C in octave 4 | E in octave 4} Half Tuplet of 6/5ths (1 2/3 QL),C4-major seventh chord,5/3,220.0
Chord {G in octave 3 | B-flat in octave 3 | C-sharp in octave 4 | F in octave 4} Half Tuplet of 6/5ths (1 2/3 QL),G3-half-diminished seventh chord,5/3,222.0
Chord {C in octave 4 | D in octave 4 | F in octave 3 | A in octave 3} Whole Tuplet of 6/5ths (3 1/3 QL),D4-minor seventh chord,10/3,224.0
Chord {C in octave 4 | E-flat in octave 4 | F-sharp in octave 3 | A in octave 3} Whole Tuplet of 6/5ths (3 1/3 QL),F#3-diminished seventh chord,10/3,228.0
Chord {G in octave 3 | B-flat in octave 4 | E in octave 4 | D in octave 4} Eighth Triplet (1/3 QL),E4-half-diminished seventh chord,1/3,234.5
Chord {A in octave 4 | G in octave 3 | C-sharp in octave 4 | E in octave 4} Double Dotted Half,A4-dominant seventh chord,3.5,236.0
Chord {C in octave 4 | D in octave 5 | A in octave 4 | F in octave 4} Eighth Triplet (1/3 QL),D5-minor seventh chord,1/3,242.5
Chord {B in octave 3 | D in octave 5 | A in octave 4 | F in octave 4} Eighth Triplet (1/3 QL),B3-half-diminished seventh chord,1/3,246.5
Chord {A in octave 3 | D in octave 4 | E in octave 3 | G in octave 4} Whole Tuplet of 6/5ths (3 1/3 QL),E3-quartal tetramirror,10/3,248.0
Chord {D in octave 4 | F in octave 4 | G-sharp in octave 3 | C in octave 4} Whole Tuplet of 6/5ths (3 1/3 QL),D4-half-diminished seventh chord,10/3,252.0
Chord {G in octave 3 | A in octave 4 | E in octave 4 | C in octave 4} Eighth Triplet (1/3 QL),A4-minor seventh chord,1/3,258.5
Chord {C in octave 4 | D in octave 5 | A in octave 4 | F in octave 4} Eighth Triplet (1/3 QL),D5-minor seventh chord,1/3,262.5
Chord {B in octave 3 | D in octave 5 | A in octave 4 | F in octave 4} Eighth Triplet (1/3 QL),B3-half-diminished seventh chord,1/3,266.5
Chord {B in octave 3 | D in octave 4 | E in octave 3 | G in octave 3} Half Tuplet of 6/5ths (1 2/3 QL),E3-minor seventh chord,5/3,268.0
Chord {B-flat in octave 3 | D in octave 4 | E in octave 3 | G in octave 4} Half Tuplet of 6/5ths (1 2/3 QL),E3-half-diminished seventh chord,5/3,270.0
Chord {A in octave 3 | C in octave 5 | G in octave 4 | E in octave 4} Eighth Triplet (1/3 QL),A3-minor seventh chord,1/3,274.5
Chord {C in octave 4 | D in octave 4 | F in octave 3 | A in octave 3} Quarter tied to 16th (1 1/4 total QL),D4-minor seventh chord,1.25,276.5
Chord {A in octave 3 | B in octave 4 | D in octave 4 | F in octave 4} Quarter tied to 16th (1 1/4 total QL),B4-half-diminished seventh chord,1.25,278.5
Chord {F in octave 5 | D in octave 4 | G-sharp in octave 4 | B in octave 4} Double Dotted Half,G#4-diminished seventh chord,3.5,280.0
Chord {G in octave 3 | A in octave 3 | C in octave 4 | E in octave 4} Half Tuplet of 6/5ths (1 2/3 QL),A3-minor seventh chord,5/3,284.0
Chord {G in octave 3 | B-flat in octave 3 | C-sharp in octave 4 | F in octave 4} Quarter tied to 16th (1 1/4 total QL),G3-half-diminished seventh chord,1.25,286.5
Chord {D in octave 5 | C in octave 4 | F in octave 4 | A in octave 4} Double Dotted Half,D5-minor seventh chord,3.5,288.0
Chord {C in octave 4 | E in octave 4 | F in octave 3 | A in octave 3} Half Tuplet of 6/5ths (1 2/3 QL),F3-major seventh chord,5/3,292.0
Chord {F in octave 3 | A in octave 3 | B in octave 3 | E in octave 4} Quarter tied to 16th (1 1/4 total QL),F3-minor-second quartal tetrachord,1.25,294.5
Chord {G in octave 3 | B in octave 4 | E in octave 4 | D in octave 4} Eighth Triplet (1/3 QL),E4-minor seventh chord,1/3,298.5
Chord {G in octave 3 | B in octave 4 | C in octave 4 | E in octave 4} Whole Tuplet of 6/5ths (3 1/3 QL),C4-major seventh chord,10/3,300.0
Chord {C in octave 4 | D in octave 4 | F in octave 3 | A in octave 4} Whole Tuplet of 6/5ths (3 1/3 QL),D4-minor seventh chord,10/3,304.0
Chord {B in octave 3 | D in octave 5 | A in octave 4 | F in octave 4} Eighth Triplet (1/3 QL),B3-half-diminished seventh chord,1/3,310.5
Chord {B in octave 3 | D in octave 5 | G in octave 4 | E in octave 4} Eighth Triplet (1/3 QL),E4-minor seventh chord,1/3,314.5
Chord {A in octave 3 | B in octave 3 | D in octave 4 | F-sharp in octave 4} Half Tuplet of 6/5ths (1 2/3 QL),B3-minor seventh chord,5/3,316.0
Chord {D in octave 4 | G in octave 4 | G-sharp in octave 3 | C in octave 5} Half Tuplet of 6/5ths (1 2/3 QL),C5-minor-second quartal tetrachord,5/3,318.0
Chord {A in octave 4 | G in octave 3 | C in octave 4 | E in octave 4} Double Dotted Half,A4-minor seventh chord,3.5,320.0
Chord {C in octave 4 | D in octave 4 | F in octave 3 | A in octave 4} Whole Tuplet of 6/5ths (3 1/3 QL),D4-minor seventh chord,10/3,324.0
Chord {A in octave 4 | F in octave 3 | B in octave 3 | D in octave 4} Double Dotted Half,B3-half-diminished seventh chord,3.5,328.0
Chord {B in octave 3 | D in octave 4 | E in octave 3 | G in octave 4} Half Triplet (1 1/3 QL),E3-minor seventh chord,4/3,332.0
Chord {B-flat in octave 3 | D in octave 4 | E in octave 3 | G in octave 4} Half,E3-half-diminished seventh chord,2.0,333.5
Chord {G in octave 5 | E in octave 4 | A in octave 4 | C in octave 5} Whole,A4-minor seventh chord,4.0,335.5
Chord {C in octave 4 | D in octave 4 | F in octave 3 | A in octave 4} Half Tuplet of 6/5ths (1 2/3 QL),D4-minor seventh chord,5/3,340.0
Chord {A in octave 3 | B in octave 4 | D in octave 4 | F in octave 4} Quarter tied to 16th (1 1/4 total QL),B4-half-diminished seventh chord,1.25,342.5
Chord {D in octave 4 | F in octave 4 | G-sharp in octave 3 | C in octave 5} Whole Tuplet of 6/5ths (3 1/3 QL),D4-half-diminished seventh chord,10/3,344.0
Chord {G in octave 3 | A in octave 3 | C in octave 4 | E in octave 4} Quarter tied to 16th (1 1/4 total QL),A3-minor seventh chord,1.25,348.5
Chord {G in octave 3 | B-flat in octave 4 | C-sharp in octave 4 | F in octave 4} Half Tuplet of 6/5ths (1 2/3 QL),G3-half-diminished seventh chord,5/3,350.0
Chord {D in octave 5 | C in octave 4 | F in octave 4 | A in octave 4} Double Dotted Half,D5-minor seventh chord,3.5,352.0
Chord {C in octave 4 | E-flat in octave 4 | F-sharp in octave 3 | A in octave 4} Whole Tuplet of 6/5ths (3 1/3 QL),F#3-diminished seventh chord,10/3,356.0
Chord {G in octave 3 | B-flat in octave 4 | E in octave 4 | D in octave 4} Eighth Triplet (1/3 QL),E4-half-diminished seventh chord,1/3,362.5
Chord {G in octave 3 | A in octave 4 | E in octave 4 | C-sharp in octave 4} Eighth Triplet (1/3 QL),A4-dominant seventh chord,1/3,366.5
Chord {D in octave 5 | C in octave 4 | F in octave 4 | A in octave 4} Double Dotted Half,D5-minor seventh chord,3.5,368.0
Chord {A in octave 4 | F in octave 3 | B in octave 3 | D in octave 4} Double Dotted Half,B3-half-diminished seventh chord,3.5,372.0
Chord {D in octave 5 | A in octave 3 | E in octave 4 | G in octave 4} Double Dotted Half,E4-quartal tetramirror,3.5,376.0
Chord {D in octave 4 | F in octave 4 | G-sharp in octave 3 | B in octave 4} Whole Tuplet of 6/5ths (3 1/3 QL),G#3-diminished seventh chord,10/3,380.0
Chord {G in octave 3 | A in octave 4 | C in octave 4 | E in octave 4} Eighth,A4-minor seventh chord,0.5,384.0
Chord {G in octave 3 | A in octave 4 | C in octave 4 | E in octave 4} Eighth,A4-minor seventh chord,0.5,385.0
Chord {G in octave 3 | A in octave 4 | C in octave 4 | E in octave 4} Half,A4-minor seventh chord,2.0,388.0
Chord {C in octave 5 | G in octave 5 | E in octave 5 | C in octave 4} Dotted Eighth,C5-major triad,0.75,0.0
Chord {B in octave 4 | G in octave 5 | C in octave 5 | B in octave 3} Eighth,C5-incomplete major-seventh chord,0.5,1.0
Chord {A in octave 4 | E in octave 5 | C in octave 5 | A in octave 3} Quarter Triplet (2/3 QL),A4-minor triad,2/3,5/3
Chord {G in octave 4 | E in octave 5 | C in octave 5 | G in octave 3} Eighth,C5-major triad,0.5,2.5
Chord {F in octave 4 | C in octave 5 | A in octave 4 | F in octave 3} Half,F4-major triad,2.0,3.5
Chord {G in octave 4 | E in octave 5 | C in octave 5 | G in octave 3} Eighth,C5-major triad,0.5,17/3
Chord {A in octave 4 | F in octave 5 | C in octave 5 | A in octave 3} Eighth,F5-major triad,0.5,6.25
Chord {C in octave 5 | A in octave 5 | F in octave 5 | C in octave 4} Eighth,F5-major triad,0.5,7.0
Chord {B in octave 4 | F in octave 5 | D in octave 5 | B in octave 3} Double Dotted Quarter,B4-diminished triad,1.75,23/3
Chord {A in octave 4 | D in octave 5 | B in octave 4 | A in octave 3} Eighth,B4-incomplete minor-seventh chord,0.5,9.5
Chord {G in octave 4 | D in octave 5 | B in octave 4 | G in octave 3} Quarter Triplet (2/3 QL),G4-major triad,2/3,31/3
Chord {F in octave 4 | D in octave 5 | B in octave 4 | F in octave 3} Eighth,B4-diminished triad,0.5,11.0
Chord {E in octave 4 | G in octave 4 | E in octave 3} Whole Tuplet of 12/11ths (3 2/3 QL),E4-interval class 3,11/3,35/3
Chord {A in octave 4 | E in octave 5 | C in octave 5 | A in octave 3} Half Triplet (1 1/3 QL),A4-minor triad,4/3,16.0
Chord {G in octave 4 | C in octave 5 | A in octave 4 | G in octave 3} Eighth,A4-incomplete minor-seventh chord,0.5,17.5
Chord {F in octave 4 | C in octave 5 | A in octave 4 | F in octave 3} Dotted Eighth,F4-major triad,0.75,18.25
Chord {E in octave 4 | E in octave 3} Eighth,E4-unison,0.5,19.0
Chord {D in octave 4 | A in octave 4 | F in octave 4 | D in octave 3} Eighth,D4-minor triad,0.5,19.75
Chord {E in octave 4 | C in octave 5 | F in octave 4 | E in octave 3} Quarter Triplet (2/3 QL),F4-incomplete major-seventh chord,2/3,62/3
Chord {F in octave 4 | D in octave 5 | A in octave 4 | F in octave 3} Dotted Eighth,D5-minor triad,0.75,65/3
Chord {A in octave 4 | F in octave 5 | D in octave 5 | A in octave 3} Quarter,D5-minor triad,1.0,68/3
Chord {G-sharp in octave 4 | D in octave 5 | B in octave 4 | G-sharp in octave 3} Eighth,G#4-diminished triad,0.5,24.0
Chord {F in octave 4 | D in octave 5 | G-sharp in octave 4 | F in octave 3} Quarter Triplet (2/3 QL),G#4-diminished triad,2/3,25.0
Chord {D in octave 4 | B in octave 4 | G-sharp in octave 4 | D in octave 3} Dotted Eighth,G#4-diminished triad,0.75,80/3
Chord {C in octave 4 | G in octave 4 | E in octave 4 | C in octave 3} Half tied to Quarter tied to 16th (3 1/4 total QL),C4-major triad,3.25,83/3
Chord {C-sharp in octave 4 | G in octave 4 | E in octave 4 | C-sharp in octave 3} Eighth,C#4-diminished triad,0.5,31.5
Chord {D in octave 4 | F in octave 4 | D in octave 3} Dotted Eighth,D4-interval class 3,0.75,32.25
Chord {A in octave 4 | F in octave 5 | C in octave 5 | A in octave 3} Half tied to Dotted Eighth (2 3/4 total QL),F5-major triad,2.75,101/3
Chord {C in octave 5 | A in octave 5 | F in octave 5 | C in octave 4} Half Triplet (1 1/3 QL),F5-major triad,4/3,37.0
Chord {B in octave 4 | F in octave 5 | D in octave 5 | B in octave 3} Half Triplet (1 1/3 QL),B4-diminished triad,4/3,116/3
Chord {G in octave 4 | G in octave 3} Whole tied to Half tied to Eighth (6 1/2 total QL),G4-unison,6.5,40.0
Chord {C in octave 4 | G in octave 4 | E in octave 4 | C in octave 3} Eighth Triplet (1/3 QL),C4-major triad,1/3,47.5
Chord {C in octave 4 | A in octave 4 | F in octave 4 | C in octave 3} Eighth,F4-major triad,0.5,48.0
Chord {F in octave 4 | C in octave 5 | A in octave 4 | F in octave 3} Eighth Triplet (1/3 QL),F4-major triad,1/3,48.75
Chord {F in octave 4 | A in octave 4 | F in octave 3} Whole,F4-interval class 4,4.0,49.5
Chord {A in octave 4 | D in octave 5 | B in octave 4 | A in octave 3} Eighth Triplet (1/3 QL),B4-incomplete minor-seventh chord,1/3,54.0
Chord {G in octave 4 | D in octave 5 | B in octave 4 | G in octave 3} Eighth,G4-major triad,0.5,55.0
Chord {F in octave 4 | B in octave 4 | G in octave 4 | F in octave 3} Half Triplet (1 1/3 QL),G4-incomplete dominant-seventh chord,4/3,56.0
Chord {E in octave 4 | E in octave 3} Whole tied to Dotted Quarter (5 1/2 total QL),E4-unison,5.5,173/3
Chord {C in octave 5 | G in octave 5 | E in octave 5 | C in octave 4} Eighth,C5-major triad,0.5,64.0
Chord {B in octave 4 | G in octave 5 | C in octave 5 | B in octave 3} Eighth Triplet (1/3 QL),C5-incomplete major-seventh chord,1/3,65.0
Chord {A in octave 4 | E in octave 5 | C in octave 5 | A in octave 3} Eighth,A4-minor triad,0.5,197/3
Chord {G in octave 4 | E in octave 5 | C in octave 5 | G in octave 3} Eighth,C5-major triad,0.5,66.5
Chord {F in octave 4 | C in octave 5 | A in octave 4 | F in octave 3} Double Dotted Quarter,F4-major triad,1.75,67.5
Chord {G in octave 4 | E in octave 5 | C in octave 5 | G in octave 3} Eighth Triplet (1/3 QL),C5-major triad,1/3,69.5
Chord {A in octave 4 | F in octave 5 | C in octave 5 | A in octave 3} Eighth,F5-major triad,0.5,70.25
Chord {C in octave 5 | A in octave 5 | F in octave 5 | C in octave 4} Quarter,F5-major triad,1.0,71.0
Chord {B in octave 4 | F in octave 5 | D in octave 5 | B in octave 3} Eighth,B4-diminished triad,0.5,72.0
Chord {A in octave 4 | D in octave 5 | B in octave 4 | A in octave 3} Eighth Triplet (1/3 QL),B4-incomplete minor-seventh chord,1/3,73.0
Chord {G in octave 4 | D in octave 5 | B in octave 4 | G in octave 3} Eighth,G4-major triad,0.5,221/3
Chord {F in octave 4 | D in octave 5 | B in octave 4 | F in octave 3} Quarter Triplet (2/3 QL),B4-diminished triad,2/3,74.5
Chord {E in octave 4 | G in octave 4 | E in octave 3} Whole,E4-interval class 3,4.0,75.5
Chord {A in octave 4 | E in octave 5 | C in octave 5 | A in octave 3} Eighth,A4-minor triad,0.5,80.0
Chord {G in octave 4 | C in octave 5 | A in octave 4 | G in octave 3} Eighth Triplet (1/3 QL),A4-incomplete minor-seventh chord,1/3,81.0
Chord {F in octave 4 | C in octave 5 | A in octave 4 | F in octave 3} Eighth Triplet (1/3 QL),F4-major triad,1/3,245/3
Chord {E in octave 4 | C in octave 5 | A in octave 4 | E in octave 3} Eighth,A4-minor triad,0.5,82.5
Chord {D in octave 4 | A in octave 4 | F in octave 4 | D in octave 3} Eighth,D4-minor triad,0.5,251/3
Chord {E in octave 4 | C in octave 5 | F in octave 4 | E in octave 3} Eighth,F4-incomplete major-seventh chord,0.5,84.5
Chord {F in octave 4 | D in octave 5 | A in octave 4 | F in octave 3} Eighth,D5-minor triad,0.5,257/3
Chord {A in octave 4 | F in octave 5 | D in octave 5 | A in octave 3} Dotted Eighth,D5-minor triad,0.75,260/3
Chord {G-sharp in octave 4 | D in octave 5 | B in octave 4 | G-sharp in octave 3} Quarter Triplet (2/3 QL),G#4-diminished triad,2/3,263/3
Chord {F in octave 4 | D in octave 5 | G-sharp in octave 4 | F in octave 3} Quarter tied to 16th (1 1/4 total QL),G#4-diminished triad,1.25,266/3
Chord {E in octave 4 | G-sharp in octave 4 | B in octave 4 | E in octave 3} Eighth,E4-major triad,0.5,90.0
Chord {D in octave 4 | B in octave 4 | G-sharp in octave 4 | D in octave 3} Quarter Triplet (2/3 QL),G#4-diminished triad,2/3,91.0
Chord {C in octave 4 | G in octave 4 | E in octave 4 | C in octave 3} Dotted Half,C4-major triad,3.0,92.0
Chord {C-sharp in octave 4 | G in octave 4 | E in octave 4 | C-sharp in octave 3} Eighth,C#4-diminished triad,0.5,95.5
Chord {D in octave 4 | F in octave 4 | D in octave 3} Dotted Eighth,D4-interval class 3,0.75,96.25
Chord {A in octave 4 | C in octave 5 | A in octave 3} Whole,A4-interval class 3,4.0,97.5
Chord {C in octave 5 | A in octave 5 | E-flat in octave 5 | C in octave 4} Eighth,A5-diminished triad,0.5,102.0
Chord {B in octave 4 | F-sharp in octave 5 | C in octave 5 | B in octave 3} Eighth,B4-tritone-fourth,0.5,103.0
Chord {E in octave 5 | G in octave 5 | E in octave 4} Double Dotted Whole,E5-interval class 3,7.0,311/3
Chord {E in octave 5 | C-sharp in octave 6 | G in octave 5 | E in octave 4} Eighth Triplet (1/3 QL),C#6-diminished triad,1/3,111.5
Chord {E in octave 5 | C in octave 6 | F in octave 5 | E in octave 4} Eighth,F5-incomplete major-seventh chord,0.5,112.0
Chord {C in octave 5 | A in octave 5 | F in octave 5 | C in octave 4} Eighth Triplet (1/3 QL),F5-major triad,1/3,112.75
Chord {C in octave 5 | A in octave 5 | F in octave 5 | C in octave 4} Whole tied to Dotted Eighth (4 3/4 total QL),F5-major triad,4.75,113.5
Chord {D in octave 5 | B in octave 5 | F in octave 5 | D in octave 4} Eighth,B5-diminished triad,0.5,356/3
